"verb";"meanings"
"tirar";"<li>tr. Arrojar,  lanzar en dirección determinada:<br><span class=""i"">tirar una flecha.</span> </li><li> Derribar algo o a alguien,  echar abajo:<br><span class=""i"">le tiró al suelo de un puñetazo.</span> </li><li> Desechar algo,  deshacerse de ello,  darlo por inservible:<br><span class=""i"">tiró los periódicos atrasados.</span> </li><li> Disparar un mecanismo:<br><span class=""i"">tirar una foto.</span> </li><li> Disparar con un arma de fuego:<br><span class=""i"">tiró al aire para intimidar a los atracadores.</span> </li><li> Arrojar o hacer explotar un artificio explosivo:<br><span class=""i"">no es para tirar cohetes,  pero no está mal del todo.</span> </li><li> Reducir a hilo un metal:<br><span class=""i"">es especialista en tirar cobre hasta dejarlo en hilo.</span> </li><li> Trazar líneas o rayas:<br><span class=""i"">tira dos líneas más y tendrás acabado el plano.</span> </li><li> Malgastar o despilfarrar dinero o bienes,  o desperdiciar cualquier otra cosa:<br><span class=""i"">tiró toda su fortuna en el juego.</span> </li><li> <span class=""i"">col.</span> Eliminar o suspender a una persona en una prueba o un ejercicio:<br><span class=""i"">he aprobado el teórico,  pero me han tirado en el práctico.</span> </li><li> En algunos juegos,  echar una carta o un dado en una jugada:<br><span class=""i"">¿quién ha tirado un as?</span> </li><li> <span class=""ac"">impr.</span> Dejar impresos en el papel los caracteres o letras de imprenta:<br><span class=""i""> </span><span class=""i"">tirar un panfleto.</span> </li><li> intr. Hacer fuerza para traer algo hacia sí o para arrastrarlo:<br><span class=""i"">siempre tengo que tirar de ella para que estudie.</span> </li><li> Ejercer atracción:<br><span class=""i"">el imán tira del hierro.</span> </li><li> Agradar,  sentirse atraído por algo:<br><span class=""i"">no le tira demasiado la lectura.</span> </li><li> Quedar justa una prenda de vestir o una parte de ella:<br><span class=""i"">esta chaqueta me tira de mangas.</span> </li><li> Seguido de la preposición <span class=""i"">de</span> y un nombre de arma o instrumento,  sacarlo o tomarlo en la mano para emplearlo:<br><span class=""i"">tirar de navaja.</span> </li><li> Tomar una determinada dirección:<br><span class=""i"">tiró a la izquierda.</span> </li><li> Durar o mantenerse trabajosamente una persona o cosa.<br> ♦ Suele utilizarse en gerundio:<br><span class=""i"">el enfermo va tirando.</span> </li><li> Actuar como impulsor:<br><span class=""i"">en estos días difíciles le toca a ella tirar de la familia.</span> </li><li> Tender,  tener semejanza o parecido,  especialmente referido a colores:<br><span class=""i"">es un tostado tirando a rojizo.</span> </li><li> Asemejarse o parecerse una persona o cosa a otra:<br><span class=""i"">el niño es igual que su madre,  pero la niña tira más al padre.</span> </li><li> Funcionar,  rendir,  prestar servicio un mecanismo:<br><span class=""i"">la impresora no tira.</span> </li><li> Prender bien:<br><span class=""i"">esta leña no tira,  debe de estar húmeda.</span> </li><li> prnl. Abalanzarse,  precipitarse sobre alguien o algo para atacar:<br><span class=""i"">se nos tiró un perro.</span> </li><li> Arrojarse,  dejarse caer:<br><span class=""i"">se tiró por la ventana.</span> </li><li> Echarse,  tenderse en el suelo o encima de algo:<br><span class=""i"">se tiró al césped a dormir la siesta.</span> </li><li> Pasar el tiempo haciendo lo que se expresa:<br><span class=""i"">me tiré dos horas esperándole.</span> </li><li> <span class=""i"">vulg.</span> Tener una relación sexual con una persona:<br><span class=""i"">presume de todas las chicas a las que se ha tirado.</span> </li><li> <span class=""b"">tirar a matar</span> loc. <span class=""i"">col.</span> Hacer o decir algo con mala intención,  para hacer daño:<br><span class=""i"">cada vez que abre la boca tira a matar.</span> </li><li> <span class=""b"">tirar de,  </span> o <span class=""b"">por,  largo</span> loc. <span class=""i"">col.</span> Gastar sin moderación:<br><span class=""i"">se nota que en las fiestas que organiza tira de largo.</span> </li><li> <span class=""b"">tirarse el moco</span> loc. <span class=""i"">vulg.</span> Presumir,  fanfarronear:<br><span class=""i"">se está tirando el moco,  es imposible que ese coche sea suyo.</span> </li><li> <span class=""b"">tira y afloja</span> loc. <span class=""i"">col.</span> Expresión que se emplea para mostrar la alternancia entre dureza y suavidad en una confrontación:<br><span class=""i"">mantuvieron un largo tira y afloja hasta llegar a un acuerdo.</span><br></li>"
"tiritar";"<li>intr. Temblar o estremecerse de frío o fiebre:<br><span class=""i"">enciende la estufa,  estoy tiritando de frío.</span><br></li>"
"tironear";"<li>tr. e intr. <span class=""i"">amer.</span> Dar tirones:<br><span class=""i"">¡no tironees del pelo a tu hermana!</span><br></li>"
"tirotear";"<li>tr. Disparar repetidamente armas de fuego portátiles. También prnl.<br></li>"
"titear";""
"titilar";"<li>intr. Agitarse con ligero temblor alguna parte del cuerpo:<br><span class=""i"">su pierna titilaba por la tensión que estaba soportando.</span> </li><li> Centellear con ligero temblor un cuerpo luminoso:<br><span class=""i"">las estrellas titilaban.</span><br></li>"
"titubear";"<li>intr. Vacilar al hablar o al hacer una elección:<br><span class=""i"">titubea mucho al hablar en público.</span> </li><li> Quedarse perplejo en algún punto o materia,  mostrando duda sobre lo que se debe hacer:<br><span class=""i"">titubeó un poco,  pero al final acabó resolviendo el problema.</span> </li><li> Oscilar,  perdiendo la estabilidad:<br><span class=""i"">el borracho iba titubeando por la calle y acabó cayendo al suelo.</span><br></li>"
"titular";"<li>adj. y com. Que ejerce un cargo,  oficio o profesión con el título necesario para ello:<br><span class=""i"">profesor titular.</span> </li><li> Que consta en algún documento como propietario o beneficiario de algo:<br><span class=""i"">el titular de esta finca se niega a vendérnosla.</span> </li><li> m. Título de las noticias y artículos que,  en periódicos y revistas,  aparece en letras de cuerpo mayor:<br><span class=""i"">el desplome de la Bolsa apareció en los titulares de todos los periódicos al día siguiente.</span><br></li>"
"titulizar";""
"tiznar";"<li>tr. Manchar con tizne,  hollín u otra materia. También prnl.:<br><span class=""i"">dijo la sartén al cazo ""apártate,  que me tiznas"".</span> </li><li> Deslustrar o manchar la fama o el prestigio de alguien:<br><span class=""i"">el escándalo ha tiznado a toda la familia.</span> </li><li> prnl. <span class=""i"">amer.</span> Emborracharse:<br><span class=""i"">en la despedida de soltero se tiznaron todos los amigos.</span><br></li>"
"tizonear";""
"tocar";"<li>tr. Entrar en contacto las manos u otra parte del cuerpo con un objeto o una superficie:<br><span class=""i"">lo toqué para comprobar que no estaba soñando.</span> </li><li> Llegar a una cosa con la mano,  sin asirla:<br><span class=""i""> </span><span class=""i"">a ver si tocas el techo.</span> </li><li> Tropezar ligeramente una cosa con otra:<br><span class=""i""> la barca tocó fondo.</span> </li><li> Estar una cosa junto a otra o en contacto con ella. También intr. y prnl.:<br><span class=""i""> </span><span class=""i"">nuestras casas se tocan.</span> </li><li> Hacer sonar un instrumento,  interpretar música con él:<br><span class=""i"">tocar el clarinete.</span> </li><li> Interpretar una pieza musical con un instrumento o varios:<br><span class=""i"">están tocando nuestra canción.</span> </li><li> Avisar haciendo sonar una campana u otro instrumento:<br><span class=""i"">tocar a rebato.</span> </li><li> Revolver o curiosear en algo:<br><span class=""i"">no le gusta que toquen sus cosas.</span> </li><li> Alterar o modificar algo:<br><span class=""i"">no toques más la redacción,  está bien así.</span> </li><li> Emocionar,  impresionar:<br><span class=""i"">aquella escena le tocó en el corazón.</span> </li><li> Tratar o hablar leve o superficialmente sobre algo:<br><span class=""i"">no vuelvas a tocar ese tema.</span> </li><li> intr. Haber llegado el momento oportuno de hacer algo:<br><span class=""i"">toca pagar.</span> </li><li> Ser de la obligación de uno,  corresponderle hacer algo:<br><span class=""i""> te toca fregar los platos.</span> </li><li> Importar,  afectar,  ser de interés:<br><span class=""i"">esa medida no nos toca.</span> </li><li> Pertenecer a uno parte de una cosa que se reparte entre varios:<br><span class=""i"">te ha tocado la mejor parte.</span> </li><li> Caer en suerte una cosa:<br><span class=""i"">tocar la lotería.</span> </li><li> <span class=""b"">tocar de cerca</span> loc. Experimentar una cosa,  tener conocimiento cercano de ella:<br><span class=""i"">no supo qué era la desgracia hasta que le tocó de cerca.</span> </li><li> <span class=""b"">tocar</span> alguien o algo <span class=""b"">fondo</span> loc. Alcanzar una situación crítica,  difícilmente empeorable:<br><span class=""i"">ha tocado fondo en su depresión.</span><br> ♦ Se conj. como <span class=""b"">sacar</span>.<br></li>"
"tolerar";"<li>tr. Sufrir,  soportar:<br><span class=""i"">¡no tolero que me insultes de ese modo!</span> </li><li> Permitir o consentir algo sin aprobarlo expresamente:<br><span class=""i""> </span><span class=""i"">su padre le tolera todo.</span> </li><li> Respetar las opiniones y prácticas de los demás:<br><span class=""i"">tienes que aprender a tolerar las opiniones de los demás y no creer que lo que tú piensas o crees es lo mejor.</span> </li><li> Soportar una persona u organismo ciertos alimentos,  medicinas u otras sustancias:<br><span class=""i"">tolera mal el alcohol.</span><br></li>"
"tomar";"<li>tr. Coger o asir con la mano una cosa:<br><span class=""i"">tomó la pelota con las dos manos y luego la dejó caer.</span> </li><li> Coger algo por otros medios:<br><span class=""i"">tomar agua de la fuente.</span> </li><li> Recibir o aceptar:<br><span class=""i"">no tomes nunca caramelos de desconocidos.</span> </li><li> Ocupar o adquirir por la fuerza:<br><span class=""i"">tomar una ciudad.</span> </li><li> Comer o beber:<br><span class=""i"">tomar el desayuno.</span> </li><li> Adoptar una actitud o poner por obra:<br><span class=""i"">tomar precauciones.</span> </li><li> Contraer,  adquirir:<br><span class=""i"">tomar un vicio.</span> </li><li> Recibir los efectos de algo:<br><span class=""i"">tomar un baño medicinal.</span> </li><li> Contratar a una persona para que preste un servicio:<br><span class=""i"">tomar un criado.</span> </li><li> Hacerse cargo de algo:<br><span class=""i"">tomó la jefatura.</span> </li><li> Montar en un medio de transporte:<br><span class=""i"">tomar un taxi.</span> </li><li> Adquirir o alquilar una cosa:<br><span class=""i"">hemos tomado una habitación para pasar la noche en un hotel céntrico.</span> </li><li> Adoptar un nombre:<br><span class=""i"">el torero tomó el mismo sobrenombre de su padre.</span> </li><li> Entender,  juzgar e interpretar una cosa en determinado sentido:<br><span class=""i"">tomar a broma una cosa.</span> </li><li> Apuntar algo por escrito o grabar una información:<br><span class=""i""> </span><span class=""i"">tomar notas.</span> </li><li> Filmar o fotografiar:<br><span class=""i"">tomó con la cámara la puesta de sol.</span> </li><li> Elegir una cosa de entre varias:<br><span class=""i"">tomó el pastel de chocolate de la bandeja.</span> </li><li> Medir una magnitud:<br><span class=""i"">el médico le tomó la temperatura y la tensión.</span> </li><li> Recibir lo que expresan ciertos sustantivos:<br><span class=""i"">tomar aliento.</span> </li><li> Construido con ciertos nombres verbales,  significa lo mismo que los verbos de donde tales nombres derivan:<br><span class=""i"">""tomar resolución"" equivale a ""resolver"".</span> </li><li> Construido con un nombre de instrumento,  ponerse a ejecutar la acción para la que sirve el instrumento:<br><span class=""i"">""tomar la pluma"" equivale a ""ponerse a escribir"".</span> </li><li> Empezar a seguir una dirección,  entrar en una calle,  camino o tramo,  encaminarse por ellos. También intr.:<br><span class=""i"">al llegar a la esquina,  tomó por la derecha.</span> </li><li> Poseer sexualmente:<br><span class=""i"">la tomó por la fuerza.</span> </li><li> intr. <span class=""i"">amer.</span> Beber alcohol:<br><span class=""i"">mi padre toma mucho.</span> </li><li> <span class=""b"">toma y daca</span> loc. <span class=""i"">col.</span> Se usa cuando hay intercambio simultáneo de cosas o servicios o cuando se hace un favor,  esperando la reciprocidad inmediata. Ú. t. c. loc. sustantiva. </li><li> <span class=""b"">tomar</span> algo <span class=""b"">a bien</span> o <span class=""b"">a mal</span> loc. Considerar o interpretar algo de forma positiva o negativa:<br><span class=""i"">no te lo tomes a mal,  pero deberías cambiar tu actitud.</span> </li><li> <span class=""b"">tomar</span> algo <span class=""b""> por</span> loc. Considerar o enjuiciar algo de forma equivocada:<br><span class=""i"">tomarle a uno por ladrón.</span> </li><li> <span class=""b"">tomarla con</span> alguien o algo loc. Contradecirle o atacarle en cuanto dice o hace:<br><span class=""i"">la oposición la ha tomado con el portavoz del Gobierno.</span><br></li>"
"tonificar";"<li>tr. y prnl. Dar vigor o tensión al organismo,  entonar:<br><span class=""i"">el ejercicio tonifica los músculos.</span><br> ♦ Se conj. como <span class=""b"">sacar</span>.<br></li>"
"tonsurar";"<li>tr. Cortar el pelo a las personas,  o el pelo o la lana a los animales. </li><li> Dar a uno el grado de la tonsura. </li><li> Cortar el pelo de la coronilla a quienes recibían este grado.<br></li>"
"tontear";"<li>intr. Hacer o decir tonterías. </li><li> <span class=""i"">col. </span>Coquetear,  flirtear:<br><span class=""i"">con quince años es normal que tonteen unas y otros.</span><br></li>"
"topar";"<li>tr. Chocar una cosa con otra. También intr. </li><li> Encontrar casualmente. También intr. y prnl.:<br><span class=""i"">nos topamos en el metro.</span><br></li>"
"topetar";""
"topetear";""
"toquetear";"<li>tr. Tocar reiterada e insistentemente:<br><span class=""i"">deja de toquetear el espejo que me lo vas a llenar de huellas.</span><br></li>"
"torcer";"<li>tr. Dar vueltas a una cosa sobre sí misma. También prnl. </li><li> Encorvar o doblar una cosa. También prnl.:<br><span class=""i"">se ha torcido la aguja.</span> </li><li> Desviar una cosa de su dirección:<br><span class=""i"">torcer los ojos.</span> </li><li> Adoptar una expresión de desagrado o enojo:<br><span class=""i"">torcer el gesto.</span> </li><li> Dar bruscamente a un miembro del cuerpo una dirección contraria a la que sería normal,  generalmente produciendo una distensión. También prnl.:<br><span class=""i"">se torció el tobillo.</span> </li><li> Desviar una cosa de la dirección que llevaba,  para tomar otra. También prnl. e intr.:<br><span class=""i"">el camino tuerce a mano derecha.</span> </li><li> Interpretar mal,  equivocar el sentido de algo:<br><span class=""i"">no tuerzas mis palabras.</span> </li><li> prnl. Dificultarse y frustrarse un negocio o pretensión que iba por buen camino:<br><span class=""i"">en el último momento se torcieron los planes.</span> </li><li> Apartarse del camino y conducta adecuados para el logro de un fin. También tr.:<br><span class=""i"">la inconstancia torció su carrera.</span><br> ♦ <span class=""b"">Irreg.</span> Se conj. como <span class=""b"">escocer</span>. Tiene doble p. p.: uno reg.,  <span class=""i"">torcido,  </span>y otro irreg.,  <span class=""i"">tuerto.</span><br></li>"
